,A1CF,ANKHD1,CELF4,CELF5,CELF6,CNOT4,CPEB2,CPEB4,CPO,DAZAP1,ELAVL1,ENOX1,ESRP2,FMR1,FUS,FXR1,FXR2,HNRNPA1,HNRNPA1L2,HNRNPA2B1,HNRNPAB,HNRNPC,HNRNPCL1,HNRNPH2,HNRNPK,HNRNPL,HNRNPLL,HNRNPR,IGF2BP2,IGF2BP3,KHDRBS1,KHDRBS2,KHDRBS3,LIN28A,MATR3,MBNL1,MSI1,NAB2,PABPC1,PABPC3,PABPC4,PABPC5,PABPN1,PCBP1,PCBP2,PCBP3,PPRC1,PTBP1,QKI,RALY,RBFOX1,RBM24,RBM28,RBM3,RBM38,RBM4,RBM41,RBM42,RBM45,RBM46,RBM47,RBM5,RBM6,RBM8A,RBMS1,RBMS3,RSF1,SAMD4A,SART3,SF1,SFPQ,SNRNP70,SNRPA,SRP54,SRSF1,SRSF10,SRSF2,SRSF7,SRSF9,TARDBP,TIA1,TUT1,U2AF2,YBX1,YBX2,ZC3H10,ZC3H14,ZCRB1,ZNF638
ELAVL1,-0.03945376057274339,-0.7568993469542334,0.8236256260051257,0.7539232307068712,0.8707836113722256,0.2550164384880317,0.9042898330846125,0.9042898330846125,-0.7629578847047453,0.9579031233239705,1.0,0.6874448523573901,0.7089577849581471,-0.819334805200074,0.8534934563687359,-0.7566753536856153,0.7809483324798422,-0.2548407396515012,0.8670768263068439,0.8228068779221779,0.5941780363485052,0.9374199326566545,0.9374199326566545,0.7475514946769535,0.5529503535649167,0.829880386099054,-0.1863299263271845,-0.29323724527636513,0.8625122378230935,0.7178395653170723,0.31700067016891514,0.9039621301317822,0.85089459492651,0.8102788131495919,0.9647175171692299,-0.6808929268814639,0.4607604128984799,-0.3078169560402358,0.9219034921569411,0.8125731671364126,0.32237487881811266,-0.6696445220484394,0.9179605013638664,0.8917848769664471,0.8609681430859455,0.797627284709778,0.873070007998611,0.9471965546280897,0.1795610588293883,0.9646190372340331,0.22501258892601522,0.19695701510975885,0.9729190086113686,-0.37243318493196104,0.7662821555119537,0.6820874747335456,0.8884213451210348,0.8991019306288404,0.44550572831186974,0.9147016538531514,0.9746797585084498,0.8146006801867236,0.7184416483184974,0.894459840092833,-0.13044611794584163,-0.32838446284089046,-0.2332911717892997,0.44436851235469804,0.9219034921569411,0.8118608093672328,0.9908837733794454,0.9279083358490468,0.9889747897918173,0.7597105137386485,0.8722989136276744,0.37022299451009805,0.056827415773565856,-0.5862977984727604,0.766216210719649,-0.8945353476606901,0.9420532309875546,-0.5014045175320367,0.9751354611089491,-0.6450778498051202,0.6213396049913308,-0.5933776977597597,0.9852932114908297,0.9678143271197555,0.28366873271842047
ENOX1,0.48864767888764127,-0.13442516570229757,0.3405444983606464,0.2688959574945978,0.4082979844965087,-0.11305162322067702,0.859736468463377,0.859736468463377,-0.5797615779856993,0.6869766705171553,0.6874448523573901,1.0,0.48561547655949117,-0.5991036461419742,0.5312863300725336,-0.5974253991688724,0.26833591674356283,-0.601347327549908,0.3282415064646851,0.4069590520995269,0.8185798912519934,0.8206673799229985,0.8206673799229985,0.18255575626158607,0.15112148705482306,0.780868687223095,0.18131492031464613,-0.5474003081638958,0.6800894847433732,0.4851772026302347,0.6361166338552676,0.8725634757267696,0.3436706807893407,0.512647486334179,0.5294348734421958,-0.7218868370969413,0.7631081374354024,0.14358479174736077,0.847387008809974,0.9203487814952318,0.20098642190099159,-0.6508644056780247,0.8714609913247438,0.4964528765193043,0.7104734301861132,0.8273635062948572,0.6475697043636284,0.590047992920985,-0.19073625645719036,0.8023372433117232,0.6496100791611967,-0.35556733473998864,0.7403180940436788,0.23485174618127821,0.3636096781774773,0.28297285083830126,0.8168667550440194,0.3908878481812901,0.011815192192495338,0.37713726920170904,0.6635233651182054,0.35691218521301793,0.150959370867839,0.5906730899456332,0.5058063010830156,0.21348494912175495,-0.22736225889289283,-0.18349604595417135,0.847387008809974,0.48006405222410503,0.6321826451113178,0.4159633864784312,0.6618324772790742,0.8208012400500618,0.4791612890546381,0.8348766174702835,0.0927995362479694,-0.35731159145332647,0.3403695048927444,-0.7529850344140993,0.8425606745481585,-0.6621446942395731,0.6953279196177031,-0.6224006055549581,0.8716750829001051,-0.09157864071527838,0.7682561292363781,0.6459661233618529,0.5463045862660217
ESRP2,-0.21060322330476328,-0.47616623850480544,0.8270698106689345,0.8058567737406442,0.8223413605979926,0.5899893182217651,0.519722315133564,0.519722315133564,-0.20454364614872889,0.578690974935839,0.7089577849581471,0.48561547655949117,1.0,-0.30003574869433736,0.7769455210949114,-0.27129666110810907,0.7347505172666604,0.13252072218085348,0.6415391725449582,0.5674190472056121,0.15788265491322523,0.5634783498117707,0.5634783498117707,0.7072093285830862,0.8197379948778268,0.7329829836610792,-0.1076809640201485,0.1596539589309311,0.7786038787041997,0.7982170537629428,0.41415255463469003,0.5442554296065995,0.6059660439842974,0.7573113980072772,0.6242271568669845,-0.157364082105813,0.0801774252909047,-0.07611512033194752,0.6693965252124957,0.4433020539440723,0.5294222956975767,-0.18984633181860466,0.5450404492397142,0.7034428651489366,0.6149071388104687,0.4088332171961374,0.8427013437680083,0.6359811984675993,0.48212041000970435,0.5995317575259885,0.02970488028262486,0.4355660403396456,0.5878793876796923,-0.31856092659428453,0.8135639535805657,0.9336728731231918,0.5269619638699274,0.6137573542595992,0.48394023255705043,0.6265306493716462,0.6068388830854794,0.7092339621222723,0.7281908978129867,0.8381072162110081,-0.24191249065195605,-0.28472790676808035,0.22086440610966412,0.580236829176254,0.6693965252124957,0.6490851597337549,0.6675401278418813,0.673356592138921,0.723292831503222,0.3377266415429219,0.8572047443258783,0.15864219382508635,0.10892923029899121,-0.044513733367480955,0.7059929602752395,-0.4397872480700639,0.5840401812604357,-0.03567433265350954,0.6012088545206304,-0.22462759865974977,0.2371118204104464,-0.07388759754442062,0.6379241594821731,0.5932259267631561,0.13265319648815171
FMR1,-0.07130048222136712,0.5866543250295758,-0.455676029761132,-0.386928058180375,-0.5243195110664141,0.17890004454780958,-0.8558184178126882,-0.8558184178126882,0.9414671489658835,-0.8272888388722266,-0.819334805200074,-0.5991036461419742,-0.30003574869433736,1.0,-0.4465319117177039,0.9608795171427706,-0.4571965763293926,0.5631605798471021,-0.5921838367710917,-0.5552786571832018,-0.7152975641310899,-0.8708380789554948,-0.8708380789554948,-0.3913889138321813,-0.07206866700263412,-0.5057740922393863,0.37990258628213774,0.6153890110086017,-0.5035696298366807,-0.23351276641469507,0.002674313375667373,-0.8335592193667054,-0.5769028445596985,-0.43867172284547556,-0.7896151015640455,0.8779590827522283,-0.5967175417407119,0.5850170815458869,-0.7195689678869484,-0.7922695343729572,0.14416847827812884,0.9323309889030579,-0.8550496059998672,-0.5377950020998176,-0.5782576618922529,-0.6947261066340558,-0.5122560075048108,-0.696635021209072,0.30264872319753083,-0.8672610975232271,-0.21219065241204377,0.19388877531637738,-0.8781454358713152,0.25127675929986476,-0.3685101312529434,-0.25331606562704867,-0.8170188142100546,-0.6456852830275965,-0.07861826104949472,-0.6990815391126463,-0.795614727036683,-0.4409035769152238,-0.36508814580946425,-0.5429965463898162,-0.053055450750049686,0.15877991280111087,0.4203839685636229,-0.07744331535041075,-0.7195689678869484,-0.47551293581547427,-0.8065984769821479,-0.7006589484126989,-0.8124147903093656,-0.8184231224241425,-0.5526323325825813,-0.3523068574619516,0.2190126602740209,0.6683124452513918,-0.37881358643952384,0.9206439423621631,-0.8602517057690766,0.7819812948946852,-0.829982756513172,0.8852886078840013,-0.6409350201839429,0.5883092041494131,-0.8612355482834952,-0.840889911304446,-0.30169883605006975
FUS,-0.1299484091998486,-0.7366356064831846,0.8623230061811084,0.8174905241340112,0.894303200529052,0.49970651000710314,0.6780557036683563,0.6780557036683563,-0.3998908313636866,0.7870182901648526,0.8534934563687359,0.5312863300725336,0.7769455210949114,-0.4465319117177039,1.0,-0.3834732876773058,0.7804797834741369,0.05072874842783908,0.8532402293336019,0.8043073838703213,0.3443558753002664,0.7126797458861884,0.7126797458861884,0.8146360995118613,0.8166701472581858,0.8373060963461638,0.10242391298930445,0.04285456356861379,0.9142501168899787,0.9133566813023649,0.4246576596115986,0.679699274966253,0.8383794082072431,0.862409394135995,0.8432921616663581,-0.31232424256676633,0.2068774440369642,0.022608254178148008,0.7904869277159698,0.5797859311076916,0.5800943918275474,-0.2712949546385681,0.6982906109292105,0.956123882495868,0.8921558791262532,0.6783182411177127,0.9573504012815665,0.8989823099847906,0.561419275197629,0.7651751537815058,0.17183734369305526,0.4519323112104934,0.7714035720043695,-0.34392469859034863,0.83480807005567,0.7769011183273303,0.7103482637067782,0.8840896581509146,0.6326046835273386,0.8386132842022799,0.8689556332602758,0.8786192777512928,0.8017365541635779,0.9571048317465234,-0.2734812285316747,-0.35740959090611585,-0.04233663522772294,0.6269095184426505,0.7904869277159698,0.9073902724394632,0.860523984358167,0.8730517207920684,0.8320128544148238,0.47108295976855413,0.8312612710972774,0.24785885755879075,0.24163753417983627,-0.3830938595027778,0.8506535783888203,-0.6351469422072461,0.7353970173203851,-0.10587588348193173,0.8174739717701092,-0.25241613434550864,0.43761825874395416,-0.4804009909451035,0.7960063766709667,0.8068708591230088,0.20570153881073924
FXR1,-0.10045056783903815,0.474703830627365,-0.3805071898766426,-0.3241394188767066,-0.4554660239592367,0.26776258782031914,-0.825783343648214,-0.825783343648214,0.9383800994905953,-0.7307495123863286,-0.7566753536856153,-0.5974253991688724,-0.27129666110810907,0.9608795171427706,-0.3834732876773058,1.0,-0.3344407584460527,0.6168587487200681,-0.469157647267705,-0.411105618481205,-0.7036711864067325,-0.8351701407440411,-0.8351701407440411,-0.27024274356376593,-0.022035722449294037,-0.4277700304313218,0.427752955014249,0.6386241681335585,-0.4522825219104118,-0.1784403233254094,0.011739412157987987,-0.8025327485176215,-0.44280791936152686,-0.33414332999565227,-0.6859256084933346,0.8691267573939763,-0.5889662451410175,0.5398776834550278,-0.6629440311664538,-0.7796512849045948,0.20699968564825202,0.9208804557617772,-0.8174252037361353,-0.424744023441287,-0.48991452278342107,-0.6259798680098155,-0.4707878807480571,-0.5994899284329328,0.41916246760029524,-0.822764237542133,-0.18928183189025471,0.2869742185346471,-0.8053336921429519,0.19438147599596717,-0.2779934186213473,-0.20878914800023765,-0.7600452884860727,-0.5266936725457001,0.04962220691986134,-0.5934139498970197,-0.7258083572268075,-0.3128103443938541,-0.2670024201970893,-0.500962739981226,-0.08963610382322397,0.040940777624112204,0.3488823412036464,-0.01744525235836449,-0.6629440311664538,-0.35852284570918613,-0.7291503330217449,-0.601633834956814,-0.7526522126329402,-0.7721590138804949,-0.4451233521396633,-0.3722867552404361,0.34525890683830407,0.5603429247008469,-0.2438319234193674,0.8600880224753631,-0.8283534432701647,0.7836697496200097,-0.7500281298920882,0.8937085010495477,-0.6338356217547637,0.45411203562291497,-0.8061238440363226,-0.7909342340933487,-0.4240003211066609
FXR2,-0.3888291034542215,-0.7588303020836398,0.931538928563363,0.8918804894322361,0.9121233295697454,0.7110825373403027,0.4953660727988134,0.4953660727988134,-0.37922608723482815,0.7674730740283866,0.7809483324798422,0.26833591674356283,0.7347505172666604,-0.4571965763293926,0.7804797834741369,-0.3344407584460527,1.0,0.31555634583401865,0.9393247538953116,0.9132224472175453,0.06439195994689649,0.5556754886582672,0.5556754886582672,0.9697379170964641,0.7075625411509586,0.7093385648508372,-0.21160955691986583,0.2364211090655149,0.7687444696640375,0.7743836431398037,0.29130937348775,0.5666783299545639,0.9313977508191107,0.9019566408045873,0.8326791922399879,-0.2670208337943658,0.0010263464256457123,-0.2694503350648428,0.6975950951458404,0.37175048864509824,0.6539256809046118,-0.20636258387433526,0.5216843086662728,0.8545310736237877,0.6419285272784857,0.45019688975836625,0.7191795719354411,0.8045447228942165,0.5475349781890751,0.6185682383027996,-0.14915988817817769,0.6641402952963694,0.6999464065291453,-0.638598768807172,0.9452542273025469,0.8594123111296298,0.4838110038714696,0.8648627459186107,0.5695438118785221,0.9002524536725229,0.7379601999687846,0.9489771223816454,0.9207087153564885,0.773625027891586,-0.4550955423996629,-0.7349231315149969,-0.11589258593384516,0.7382298971879638,0.6975950951458404,0.7587695503044211,0.8123071421391542,0.8656803992024324,0.7750409258641372,0.38626631194994815,0.9287589827028512,-0.022126616631213066,0.3862874475225315,-0.45342925196310535,0.9540890454999277,-0.5567286482506743,0.5563912777081607,-0.09942826588395152,0.740957946796767,-0.28457580497924106,0.11736296676841458,-0.63995475213443,0.6956832655562523,0.6893144163034002,-0.2708136542230451
HNRNPA1,-0.7528960319307854,-0.07413099372311216,0.31201670626549816,0.3894788381876494,0.21985340923279395,0.8140631299798136,-0.6201310138123871,-0.6201310138123871,0.5935908346674186,-0.3224377763405236,-0.2548407396515012,-0.601347327549908,0.13252072218085348,0.5631605798471021,0.05072874842783908,0.6168587487200681,0.31555634583401865,1.0,0.16585640123456155,0.10791501530124752,-0.8569471211565665,-0.5634474854257385,-0.5634474854257385,0.4141222543699928,0.47324983466877313,-0.1847130122198044,-0.11760129781960153,0.9552483700594492,0.02952977610596347,0.2596310897429198,-0.09406074373601296,-0.5275775901672198,0.15089677116858527,0.09304628569303514,-0.12444151243710241,0.7534213651980854,-0.8783795451678355,0.06777400560237272,-0.34055607720861014,-0.6926722086499124,0.5892823998132638,0.7634415275311649,-0.5762899392882636,0.03619260958349981,-0.29951414932459197,-0.5817109512761391,-0.05972983250032729,-0.17900756055089864,0.7439494104703256,-0.48897142754938716,-0.6939014822423396,0.8696706079884322,-0.4057884504498463,-0.5770491177520383,0.3613958409808328,0.36822125691780555,-0.5620110574766184,0.03511924463604399,0.4513559356458797,0.05551192612326285,-0.27173063274437376,0.2853240579436948,0.46549317624476233,0.003993181691351409,-0.7289531173266786,-0.6393107444352407,0.5276356481192317,0.6848364805638211,-0.34055607720861014,-0.03725997136135522,-0.20989708240291483,0.02495607373611956,-0.24449423139248563,-0.7100922820172472,0.0680330108951766,-0.710215895914735,0.24815806481431266,0.43099903278471935,0.3059767863074143,0.5190414529976921,-0.5460452355758045,0.8403453647452349,-0.3491056127074807,0.5693704019178413,-0.7936929567417288,-0.06332954486884358,-0.39870868454700364,-0.3174913855226948,-0.7180353279419898
HNRNPA1L2,-0.32932964752915345,-0.8941733819910656,0.9080759563554827,0.8545206597908506,0.921221013345995,0.5525156864462978,0.6177959870300929,0.6177959870300929,-0.5348717162646099,0.8597599636732204,0.8670768263068439,0.3282415064646851,0.6415391725449582,-0.5921838367710917,0.8532402293336019,-0.469157647267705,0.9393247538953116,0.16585640123456155,1.0,0.9573299431101029,0.23073154247601665,0.6755972824447447,0.6755972824447447,0.9548052874250726,0.6723618442394835,0.7246845892598925,-0.15980701325687655,0.08595584650035977,0.8094504889061935,0.7728084738655976,0.2307681618120765,0.6511010943302081,0.993772912957366,0.8736059063269688,0.9362927213606567,-0.3991725245469341,0.1094397925850415,-0.2921409849208918,0.7425630770433815,0.4859156751492581,0.533836331116414,-0.3382636531749068,0.6447512659336768,0.9385945885522524,0.7589363211843667,0.5844216516785107,0.7776940681566381,0.9108340013371707,0.508369577948676,0.7355493300856145,-0.06073752729243621,0.5794928970678893,0.8093965114121017,-0.6021686519203261,0.8746324487336455,0.751272992089459,0.6347840822019457,0.9757763815428456,0.6303397612112406,0.982700413369413,0.8717315700987537,0.9645597590215914,0.9003518547309188,0.8302356193577383,-0.44206261122920776,-0.6376694586309436,-0.214544239920643,0.7168654039335094,0.7425630770433815,0.8556804744271755,0.9110042431652845,0.9555502727865972,0.84894989400939,0.4789531906779232,0.8885308276073737,0.045597074789368724,0.2875514893257564,-0.5920630943122716,0.9400513290579257,-0.6939213532710052,0.6731033066813941,-0.1745402621741738,0.8499971096241937,-0.3774002331856708,0.278942212379119,-0.7874255292811007,0.7967973438195455,0.8178212388063727,-0.1045826587319216
HNRNPA2B1,-0.1413707834649985,-0.795228595730923,0.8133172128099151,0.7346596781821095,0.8236330403224826,0.4997741441513158,0.6367853632492586,0.6367853632492586,-0.5028010864390396,0.8847647110251827,0.8228068779221779,0.4069590520995269,0.5674190472056121,-0.5552786571832018,0.8043073838703213,-0.411105618481205,0.9132224472175453,0.10791501530124752,0.9573299431101029,1.0,0.31009423864385494,0.6716274130803659,0.6716274130803659,0.8931135426810889,0.5399892141181556,0.7931191006417059,0.019889893356781797,0.01258032711882304,0.7861817527212945,0.7408732907160823,0.39521138518429666,0.6925169254060316,0.9804603746163109,0.9226837964293997,0.8862027128221664,-0.46169119691140437,0.24565235495718804,-0.14248420074517615,0.7904798292318375,0.5453592402848455,0.5812771074867585,-0.33112581727745055,0.6626378873701217,0.9156032132760878,0.796372386574945,0.6788990626273463,0.7170811822082377,0.8994477345853563,0.4428020018323816,0.7239291241487615,0.10572121711810374,0.4727408946128367,0.8091251851877841,-0.4446345182028855,0.830647683857628,0.6614198336754842,0.6369174393337939,0.9248281576741069,0.5131705762242752,0.9168787413343799,0.8408752842881202,0.9484227977842272,0.7916175394362271,0.7457098914380438,-0.2421951770549305,-0.5770249365328225,-0.38891929520007923,0.5492676098543486,0.7904798292318375,0.8591678462305363,0.8771972796698828,0.8663784705115319,0.7909771081348533,0.5741391452038221,0.8665147555765309,0.22515124006025794,0.5089788999651043,-0.6977002454828493,0.9561658138075576,-0.7121539812007429,0.6667566406304535,-0.2674823131158678,0.8475331427497502,-0.36917935138980146,0.3739304594992154,-0.7938491711993375,0.7802170787015077,0.7549701104305171,-0.1429391016897396
HNRNPAB,0.679403351484843,-0.20530849442685256,0.06572103896103626,-0.0377234190151229,0.1579725403431296,-0.514175189069143,0.8629569034049511,0.8629569034049511,-0.7223720960636516,0.6611036429914349,0.5941780363485052,0.8185798912519934,0.15788265491322523,-0.7152975641310899,0.3443558753002664,-0.7036711864067325,0.06439195994689649,-0.8569471211565665,0.23073154247601665,0.31009423864385494,1.0,0.8185536718126755,0.8185536718126755,-0.017853248303555443,-0.15606133155882562,0.5428658772381817,0.2119912757638943,-0.8480072124890387,0.3799889106824781,0.14698059704012864,0.36608462592753216,0.7987647124641165,0.2564708006248347,0.3061021388755319,0.494507593371918,-0.8406134217624665,0.9364030897496307,0.006783568593411521,0.6886272351686017,0.908855287069955,-0.23081737916464765,-0.8028966580057095,0.842998237163647,0.38624830431841856,0.6646868674434966,0.8670269646182083,0.406511256705322,0.5587095552076295,-0.44461578106948235,0.7724251972685112,0.7762083403604342,-0.59651636792598,0.7120389444208113,0.39117213459567024,0.0378816485951278,-0.06558588728218921,0.8587259108388103,0.3561598390331369,-0.08592386897153909,0.3185920354308006,0.6289179747223782,0.15456025852495436,-0.08527283219335294,0.348315641627591,0.5894291182223511,0.40219590268621813,-0.5668652349253882,-0.3976867655674559,0.6886272351686017,0.4140289182596188,0.5634616241714598,0.3416028441992991,0.5736953438027976,0.8851840820021238,0.2831909271525944,0.8250557324623641,-0.01758703792204143,-0.6326248104324854,0.1244259266697193,-0.7646869691314051,0.8106730816384532,-0.8348086661880622,0.681203943537132,-0.6159050023794792,0.9564092613051544,-0.24402139268693723,0.708228170706598,0.6370315733173324,0.6598556879354288
HNRNPC,0.2687981293555953,-0.5907295616408744,0.5891015520631054,0.4992271176464999,0.6594444430869891,-0.06254943067040712,0.9942768076362554,0.9942768076362554,-0.845210722842951,0.9312352807892363,0.9374199326566545,0.8206673799229985,0.5634783498117707,-0.8708380789554948,0.7126797458861884,-0.8351701407440411,0.5556754886582672,-0.5634474854257385,0.6755972824447447,0.6716274130803659,0.8185536718126755,1.0,1.0,0.48745688896652,0.2993215509291265,0.7958517538098585,-0.0803566127457976,-0.5823515959450921,0.7377995041977671,0.5399173938609683,0.36497396113892466,0.966538983955507,0.6720393831581625,0.6736070315313167,0.8572385475002565,-0.8426731916579554,0.7200015158178705,-0.22515244302909068,0.923955504857273,0.9500727042299885,0.10372834852799714,-0.813696712223795,0.9894559763311124,0.7525495367438786,0.8513448615254386,0.9019158891749361,0.7640141382730298,0.8754296186027668,-0.10608737956610059,0.994582975338174,0.4741664388036146,-0.14169335744964523,0.9685361611085616,-0.08602517485585982,0.5336236746035753,0.4512518385452022,0.9566060086305546,0.7455056554053268,0.22112969847091682,0.7498478857128826,0.9234648694187214,0.6010961691389982,0.4376061847537037,0.7572404908416797,0.17862950034383138,-0.04110092117614596,-0.3940728312957884,0.1227988286616274,0.923955504857273,0.7068176996170477,0.9135451980300572,0.7676800714517894,0.9237218957614054,0.906321253281433,0.7219977238237961,0.6066671632829255,0.006560701426227469,-0.6557037642196727,0.5555170253160192,-0.9334131460142465,0.9965439978990243,-0.7207578905029227,0.9551844441031923,-0.7236537195632801,0.830094371449521,-0.4703197856993674,0.9794094117314002,0.9282050973515457,0.5064630469765588
HNRNPCL1,0.2687981293555953,-0.5907295616408744,0.5891015520631054,0.4992271176464999,0.6594444430869891,-0.06254943067040712,0.9942768076362554,0.9942768076362554,-0.845210722842951,0.9312352807892363,0.9374199326566545,0.8206673799229985,0.5634783498117707,-0.8708380789554948,0.7126797458861884,-0.8351701407440411,0.5556754886582672,-0.5634474854257385,0.6755972824447447,0.6716274130803659,0.8185536718126755,1.0,1.0,0.48745688896652,0.2993215509291265,0.7958517538098585,-0.0803566127457976,-0.5823515959450921,0.7377995041977671,0.5399173938609683,0.36497396113892466,0.966538983955507,0.6720393831581625,0.6736070315313167,0.8572385475002565,-0.8426731916579554,0.7200015158178705,-0.22515244302909068,0.923955504857273,0.9500727042299885,0.10372834852799714,-0.813696712223795,0.9894559763311124,0.7525495367438786,0.8513448615254386,0.9019158891749361,0.7640141382730298,0.8754296186027668,-0.10608737956610059,0.994582975338174,0.4741664388036146,-0.14169335744964523,0.9685361611085616,-0.08602517485585982,0.5336236746035753,0.4512518385452022,0.9566060086305546,0.7455056554053268,0.22112969847091682,0.7498478857128826,0.9234648694187214,0.6010961691389982,0.4376061847537037,0.7572404908416797,0.17862950034383138,-0.04110092117614596,-0.3940728312957884,0.1227988286616274,0.923955504857273,0.7068176996170477,0.9135451980300572,0.7676800714517894,0.9237218957614054,0.906321253281433,0.7219977238237961,0.6066671632829255,0.006560701426227469,-0.6557037642196727,0.5555170253160192,-0.9334131460142465,0.9965439978990243,-0.7207578905029227,0.9551844441031923,-0.7236537195632801,0.830094371449521,-0.4703197856993674,0.9794094117314002,0.9282050973515457,0.5064630469765588
HNRNPH2,-0.5103490488004466,-0.8249063127554033,0.947737946054211,0.9258043699064779,0.9356509098108192,0.7630272750644463,0.4178780605981928,0.4178780605981928,-0.3213315241989391,0.7042514502816033,0.7475514946769535,0.18255575626158607,0.7072093285830862,-0.3913889138321813,0.8146360995118613,-0.27024274356376593,0.9697379170964641,0.4141222543699928,0.9548052874250726,0.8931135426810889,-0.017853248303555443,0.48745688896652,0.48745688896652,1.0,0.7874545665406135,0.6492668108295451,-0.1986824149548768,0.3514811630733105,0.781820382943922,0.8156533006033234,0.21435543800741824,0.47303128679058504,0.9387778720274872,0.8489354421410361,0.8226315618479895,-0.16328104723494938,-0.13445835127081143,-0.2544313773905217,0.6169253837015927,0.27956045487845654,0.6715339705827764,-0.11201235904821931,0.45466418922143187,0.8719240610076061,0.6197447358512639,0.3727948104033912,0.7358478544469851,0.7847718119456195,0.6786772170549208,0.5607298670644347,-0.25099939804432875,0.7667054281148015,0.6421438935699587,-0.7050902284388715,0.9326192547229329,0.8546669224547478,0.44749410973265125,0.891895627929846,0.696669942994674,0.9091399455826911,0.7291340307360179,0.9641971198088628,0.9705885002816755,0.7995430691872196,-0.5960966871887979,-0.751881543676604,-0.001710384670783212,0.8489564568100048,0.6169253837015927,0.7802946747628453,0.7863446813329481,0.888927837343244,0.7360479782657495,0.2536197945442206,0.8714389974099813,-0.13688930668814958,0.310337896336575,-0.37831316229356254,0.9513836271944274,-0.50248681190668,0.49293291801730615,0.060039562618720246,0.6903560268252527,-0.2050216760587361,0.04604284281746092,-0.6749248389934274,0.6415687624218352,0.6762533200230085,-0.28277997355858664
HNRNPK,-0.5110384850852803,-0.5745285862459557,0.8449874980540008,0.8678927194590216,0.8293645062621999,0.7714459863474522,0.2351347131128472,0.2351347131128472,0.010099453817774554,0.3956459439467495,0.5529503535649167,0.15112148705482306,0.8197379948778268,-0.07206866700263412,0.8166701472581858,-0.022035722449294037,0.7075625411509586,0.47324983466877313,0.6723618442394835,0.5399892141181556,-0.15606133155882562,0.2993215509291265,0.2993215509291265,0.7874545665406135,1.0,0.5395607797332118,-0.06869459199009044,0.4874044612623849,0.7224966271471039,0.8388288779963785,0.2048262085563505,0.251001649730668,0.6260963718274054,0.6479832737728328,0.5707785973129657,0.19131292134039096,-0.29499875578597123,-0.03553953144755883,0.417401555411813,0.10635031639824505,0.6302065574747397,0.11973283346075146,0.2683454694551223,0.7260206580352705,0.5282778705830238,0.1852699052233924,0.800370084428439,0.5689264932972851,0.8085718795449618,0.37100241351527014,-0.22464465682696286,0.7499726395577446,0.38180242413595805,-0.5315818450045185,0.8160671564084552,0.8780545979066843,0.3001794501703465,0.6552620737701005,0.7374398152112381,0.6315476619736513,0.513530113102757,0.7457824724901959,0.8611086445480489,0.8189798899848346,-0.5989282480523185,-0.4829112916218899,0.41951241856629834,0.8510932233574952,0.417401555411813,0.6571718499672226,0.545085558209142,0.6851994741889986,0.5639477546748839,-0.021766616278954723,0.7060016419471082,-0.20977538552788258,0.07794546641997856,0.09954226090333608,0.718415964353318,-0.20580575575341875,0.33306902202107064,0.3589108397420453,0.4353282165912074,0.07737646474483528,-0.07037650142833905,-0.18502689517353385,0.4287103454076379,0.47764320015461337,-0.05086593374666452
HNRNPL,0.20255029484264217,-0.4923807579494204,0.7060787442033097,0.6248409050887077,0.7410576354481245,0.36180476197987416,0.79680079411396,0.79680079411396,-0.4472073236452647,0.8460224601880507,0.829880386099054,0.780868687223095,0.7329829836610792,-0.5057740922393863,0.8373060963461638,-0.4277700304313218,0.7093385648508372,-0.1847130122198044,0.7246845892598925,0.7931191006417059,0.5428658772381817,0.7958517538098585,0.7958517538098585,0.6492668108295451,0.5395607797332118,1.0,0.26701545285626527,-0.19285870531006188,0.8896662186678276,0.8280520825430575,0.662532910820687,0.8349325592073024,0.7452863896314407,0.9001882790038891,0.7475931741697978,-0.5617371961485242,0.5085243370681627,0.13433946758298274,0.924253477111639,0.7753143918605789,0.5748025471707784,-0.40510007421518973,0.8132074169093948,0.8455269160672138,0.8975205570366064,0.8301265339028043,0.8633774837856346,0.8405217596426859,0.302124180794836,0.8207558197944791,0.4242665864581389,0.13768563643888812,0.8304305026527004,-0.04715576013199235,0.7389919006442701,0.6658675933856257,0.7632797423955471,0.7411087753773505,0.29585447106824364,0.6968279478372,0.8141551679504273,0.7791885437361633,0.5701107842640665,0.8304416802079647,0.15582917991036538,-0.21146148192707456,-0.2652274013535771,0.2686189381912332,0.924253477111639,0.8496182612073744,0.8266127195709477,0.7048042013591819,0.7851127193511863,0.7170953815748915,0.8231179559533008,0.5951737572834863,0.4565452020581306,-0.5028367946972169,0.7990655545345969,-0.7539912762533728,0.8138994863997109,-0.38783418751778465,0.8371310423633059,-0.4244425872415474,0.653004480862518,-0.3588180201235962,0.8357736588499697,0.7269875441472919,0.251220069549844
